Source,Text,Class
bitcoin,EVENT_LOG_WARN was added in 2.0.19; but before then _EVENT_LOG_WARN existed.,NL_CODE
bitcoin,Log warn messages and higher without debug category,NL
bitcoin,Redirect libevent's logging to our own log,NL
bitcoin,Update libevent's log handling. Returns false if our version of,NL
bitcoin,"libevent doesn't support debug logging, in which case we should",NL
bitcoin,clear the BCLog::LIBEVENT flag.,NL_CODE
bitcoin,Create a new evhttp object to handle requests.,NL
bitcoin,transfer ownership to eventBase/HTTP via .release(),NL_CODE
bitcoin,Can't update libevent logging if version < 02010100,NL_CODE
bitcoin,Reject requests on current connections,NL
bitcoin,"Unlisten sockets, these are what make the event loop running, which means",NL
bitcoin,that after this and all connections are closed the event loop will quit.,NL
bitcoin,Static handler: simply call inner handler,NL
bitcoin,immediately trigger event in main thread,NL
bitcoin,trigger after timeval passed,NL
bitcoin,Keep track of whether reply was sent to avoid request leaks,NL
bitcoin,"evhttpd cleans up the request, as long as a reply was sent.",NL
bitcoin,"Trivial implementation: if this is ever a performance bottleneck,
     internal copying can be avoided in multi-segment buffers by using
     evbuffer_peek and an awkward loop. Though in that case, it'd be even
     better to not copy into an intermediate string but use a stream
     abstraction to consume the evbuffer on the fly in the parsing algorithm.",NL
bitcoin,returns nullptr in case of empty buffer,NL
bitcoin,"Closure sent to main thread to request a reply to be sent to
 a HTTP request.
 Replies must be sent in the main loop in the main http thread,
 this cannot be done from worker threads.",NL
bitcoin,Send event to main http thread to send reply message,NL
bitcoin,Re-enable reading from the socket. This is the second part of the libevent,NL
bitcoin,workaround above.,NL
bitcoin,transferred back to main thread,NL
bitcoin,evhttp retains ownership over returned address string,NL
bitcoin,Copyright (c) 2020-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Swap Standard Base64 <-> I2P Base64.
 Standard Base64 uses `+` and `/` as last two characters of its alphabet.
 I2P Base64 uses `-` and `~` respectively.
 So it is easy to detect in which one is the input and convert to the other.
 @param[in] from Input to convert.
 @return converted `from`",NL_CODE
bitcoin,"Decode an I2P-style Base64 string.
 @param[in] i2p_b64 I2P-style Base64 string.
 @return decoded `i2p_b64`
 @throw std::runtime_error if decoding fails",NL_CODE
bitcoin,"Derive the .b32.i2p address of an I2P destination (binary).
 @param[in] dest I2P destination.
 @return the address that corresponds to `dest`
 @throw std::runtime_error if conversion fails",NL_CODE
bitcoin,"Derive the .b32.i2p address of an I2P destination (I2P-style Base64).
 @param[in] dest I2P destination.
 @return the address that corresponds to `dest`
 @throw std::runtime_error if conversion fails",NL_CODE
bitcoin,"Timeout, no incoming connections within MAX_WAIT_FOR_IO.",NL_CODE
bitcoin,Private methods,NL
bitcoin,"Don't log the full ""SESSION CREATE ..."" because it contains our private key.",NL_CODE
bitcoin,It could take a few minutes for the I2P router to reply as it is querying the I2P network,NL
bitcoin,"(when doing name lookup, for example). Notice: `RecvUntilTerminator()` is checking",NL_CODE
bitcoin,"`m_interrupt` more often, so we would not be stuck here for long if `m_interrupt` is",NL_CODE
bitcoin,signaled.,NL
bitcoin,https://geti2p.net/spec/common-structures#key-certificates,CODE
bitcoin,"""7"" or ""EdDSA_SHA512_Ed25519"" - ""Recent Router Identities and Destinations"".",NL_CODE
bitcoin,"Use ""7"" because i2pd <2.24.0 does not recognize the textual form.",NL
bitcoin,"umask is set to 077 in init.cpp, which is ok (unless -sysperms is given)",NL_CODE
bitcoin,From https://geti2p.net/spec/common-structures#destination:,NL_CODE
bitcoin,"""They are 387 bytes plus the certificate length specified at bytes 385-386, which may be",NL
bitcoin,"non-zero""",NL
bitcoin,"full is an overkill, too verbose in the logs",NL
bitcoin,"If our session id is invalid, then force session re-creation on next usage.",NL
bitcoin,namespace sam,CODE
bitcoin,namespace i2p,CODE
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"Win32 LevelDB doesn't use filedescriptors, and the ones used for",NL
bitcoin,accessing block files don't count towards the fd_set size limit,NL
bitcoin,anyway.,NL
bitcoin,The PID file facilities.,NL
bitcoin,////////////////////////////////////////////////////////////////////////////,CODE
bitcoin,Shutdown,NL
bitcoin,Thread management and startup/shutdown:,NL
bitcoin,The network-processing threads are all part of a thread group,NL
bitcoin,created by AppInit() or the Qt main() function.,NL_CODE
bitcoin,A clean exit happens when StartShutdown() or the SIGTERM,NL_CODE
bitcoin,"signal handler sets ShutdownRequested(), which makes main thread's",NL_CODE
bitcoin,WaitForShutdown() interrupts the thread group.,NL_CODE
bitcoin,"And then, WaitForShutdown() makes all other on-going threads",NL_CODE
bitcoin,in the thread group join the main thread.,NL
bitcoin,"Shutdown() is then called to clean up database connections, and stop other",NL_CODE
bitcoin,threads that should only be stopped after the main network-processing,NL
bitcoin,threads have exited.,NL
bitcoin,"Shutdown for Qt is very similar, only it uses a QTimer to detect",NL
bitcoin,"ShutdownRequested() getting set, and then does the normal Qt",NL_CODE
bitcoin,shutdown thing.,NL
bitcoin,"/ Note: Shutdown() must be able to handle cases in which initialization failed part of the way,",NL_CODE
bitcoin,/ for example if the data directory was found to be locked.,NL
bitcoin,/ Be sure that anything that writes files or flushes caches only does this if the respective,NL
bitcoin,/ module was initialized.,NL
bitcoin,"Because these depend on each-other, we make sure that neither can be",NL
bitcoin,using the other before destroying them.,NL
bitcoin,"After everything has been shut down, but before things get flushed, stop the",NL
bitcoin,"CScheduler/checkqueue, scheduler and load block thread.",NL_CODE
bitcoin,"After the threads that potentially access these pointers have been stopped,",NL
bitcoin,destruct and reset all to nullptr.,NL
bitcoin,"Drop transactions we were still watching, and record fee estimations.",NL
bitcoin,"FlushStateToDisk generates a ChainStateFlushed callback, which we should avoid missing",NL_CODE
bitcoin,After there are no more peers/RPC left to give us new data which may generate,NL
bitcoin,"CValidationInterface callbacks, flush them...",NL
bitcoin,Stop and delete all indexes only after flushing background callbacks.,NL
bitcoin,Any future callbacks will be dropped. This should absolutely be safe - if,NL
bitcoin,"missing a callback results in an unrecoverable situation, unclean shutdown",NL
bitcoin,would too. The only reason to do the above flushes is to let the wallet catch,NL
bitcoin,up with our current chain to avoid any strange pruning edge cases and make,NL
bitcoin,next startup faster by avoiding rescan.,NL
bitcoin,"Signal handlers are very limited in what they are allowed to do.
 The execution context the handler is invoked in is not guaranteed,
 so we restrict handler operations to just touching variables:",NL
bitcoin,server-only for now,NL
bitcoin,Hidden Options,NL
bitcoin,GUI args. These will be overwritten by SetupUIArgs for the GUI,NL_CODE
bitcoin,USE_NATPMP,CODE
bitcoin,Add the hidden options,NL
bitcoin,thread runs free,NL
bitcoin,Parameter interaction based on rules,NL
bitcoin,"when specifying an explicit binding address, you want to listen on it",NL
bitcoin,even when -connect or -proxy is specified,NL
bitcoin,"when only connecting to trusted nodes, do not seed via DNS, or listen by default",NL
bitcoin,"to protect privacy, do not listen by default if a default proxy server is specified",NL
bitcoin,"to protect privacy, do not map ports when a proxy is set. The user may still specify -listen=1",NL_CODE
bitcoin,"to listen locally, so don't rely on this happening through -listen below.",NL
bitcoin,"to protect privacy, do not discover addresses by default",NL
bitcoin,do not map ports or try to retrieve public IP when not listening (pointless),NL
bitcoin,"if an explicit public IP is specified, do not try to find others",NL
bitcoin,disable whitelistrelay in blocksonly mode,NL
bitcoin,Forcing relay from whitelisted hosts implies we will accept relays from them in the first place.,NL
bitcoin,"Initialize global loggers.

 Note that this is called very early in the process lifetime, so you should be
 careful about what global state you rely on here.",NL
bitcoin,Variables internal to initialization process only,NL
bitcoin,namespace,NL
bitcoin,"Rather than throwing std::bad-alloc if allocation fails, terminate",NL_CODE
bitcoin,immediately to (try to) avoid chain corruption.,NL
bitcoin,"Since LogPrintf may itself allocate memory, set the handler directly",NL_CODE
bitcoin,to terminate first.,NL
bitcoin,"The log was successful, terminate now.",NL
bitcoin,********************************************************* Step 1: setup,NL
bitcoin,Turn off Microsoft heap dump noise,NL
bitcoin,"Disable confusing ""helpful"" text message on abort, Ctrl-C",NL
bitcoin,Enable heap terminate-on-corruption,NL
bitcoin,Clean shutdown on SIGTERM,NL
bitcoin,Reopen debug.log on SIGHUP,NL
bitcoin,"Ignore SIGPIPE, otherwise it will bring the daemon down if the client closes unexpectedly",NL
bitcoin,********************************************************* Step 2: parameter interactions,NL
bitcoin,also see: InitParameterInteraction(),NL_CODE
bitcoin,"Error if network-specific options (-addnode, -connect, etc) are",NL_CODE
bitcoin,"specified in default section of config file, but not overridden",NL
bitcoin,on the command line or in this network's section of the config file.,NL
bitcoin,Warn if unrecognized section name are present in the config file.,NL
bitcoin,parse and validate enabled filter types,NL
bitcoin,Signal NODE_COMPACT_FILTERS if peerblockfilters and basic filters index are both enabled.,NL_CODE
bitcoin,"if using block pruning, then disallow txindex and coinstatsindex",NL
bitcoin,-bind and -whitebind can't be set when not listening,NL
bitcoin,Make sure enough file descriptors are available,NL
bitcoin,"Trim requested connection counts, to fit into system limitations",NL
bitcoin,<int> in std::min<int>(...) to work around FreeBSD compilation issue described in #2695,NL_CODE
bitcoin,********************************************************* Step 3: parameter-to-internal-flags,NL
bitcoin,mempool limits,NL
bitcoin,incremental relay fee sets the minimum feerate increase necessary for BIP 125 replacement in the mempool,NL
bitcoin,and the amount the mempool min fee increases above the feerate of txs evicted due to mempool limiting.,NL
bitcoin,block pruning; get the amount of disk space (in MiB) to allot for block & undo files,NL
bitcoin,manual pruning: -prune=1,CODE
bitcoin,High fee check is done afterward in CWallet::Create(),NL_CODE
bitcoin,Allow only setting incrementalRelayFee to control both,NL
bitcoin,Sanity check argument for min fee for including tx in block,NL
bitcoin,TODO: Harmonize which arguments need sanity checking and where that happens,NL
bitcoin,Feerate used to define dust.  Shouldn't be changed lightly as old,NL
bitcoin,implementations may inadvertently create non-standard transactions,NL
bitcoin,Option to startup with mocktime set (used for regression testing):,NL
bitcoin,SetMockTime(0) is a no-op,NL_CODE
bitcoin,Make sure only a single Bitcoin process is using the data directory.,NL
bitcoin,********************************************************* Step 4: sanity checks,NL
bitcoin,"Probe the data directory lock to give an early error message, if possible",NL
bitcoin,"We cannot hold the data directory lock here, as the forking for daemon() hasn't yet happened,",NL_CODE
bitcoin,and a fork will cause weird behavior to it.,NL
bitcoin,After daemonization get the data directory lock again and hold on to it until exit,NL
bitcoin,"This creates a slight window for a race condition to happen, however this condition is harmless: it",NL
bitcoin,will at most make us exit without printing a message to console.,NL
bitcoin,Detailed error printed inside LockDataDirectory,NL_CODE
bitcoin,Create client interfaces for wallets that are supposed to be loaded,NL
bitcoin,according to -wallet and -disablewallet options. This only constructs,NL
bitcoin,"the interfaces, it doesn't load wallet data. Wallets actually get loaded",NL
bitcoin,when load() and start() interface methods are called below.,NL_CODE
bitcoin,********************************************************* Step 4a: application initialization,NL
bitcoin,Detailed error printed inside CreatePidFile().,NL_CODE
bitcoin,Detailed error printed inside StartLogging().,NL_CODE
bitcoin,Warn about relative -datadir path.,NL
bitcoin,Continued,CODE
bitcoin,-par=0 means autodetect (number of cores - 1 script threads),NL_CODE
bitcoin,"-par=-n means ""leave n cores free"" (number of cores - n - 1 script threads)",NL_CODE
bitcoin,Subtract 1 because the main thread counts towards the par threads,NL
bitcoin,Number of script-checking threads <= MAX_SCRIPTCHECK_THREADS,NL_CODE
bitcoin,Start the lightweight task scheduler thread,NL
bitcoin,Gather some entropy once per minute.,NL
bitcoin,"Register RPC commands regardless of -server setting so they will be
    available in the GUI RPC console even if external calls are disabled.",NL
bitcoin,"Start the RPC server already.  It will be started in ""warmup"" mode
    and not really process calls already (but it will signify connections
    that the server is there and will be ready later).  Warmup mode will
    be disabled when initialisation is finished.",NL
bitcoin,********************************************************* Step 5: verify wallet database integrity,NL
bitcoin,********************************************************* Step 6: network initialization,NL
bitcoin,Note that we absolutely cannot open any actual connections,NL
bitcoin,"until the very end (""start node"") as the UTXO/block state",NL
bitcoin,is not yet setup and may end up being set up twice if we,NL
bitcoin,need to reindex later.,NL
bitcoin,"Don't initialize fee estimation with old data if we don't relay transactions,",NL
bitcoin,as they would never get updated.,NL
bitcoin,"sanitize comments per BIP-0014, format user agent and check total size",NL
bitcoin,Check for host lookup allowed before parsing any network related parameters,NL
bitcoin,#NAME?,CODE
bitcoin,"-noproxy (or -proxy=0) as well as the empty string can be used to not set a proxy, this is the default",NL_CODE
bitcoin,"by default, -proxy sets onion as reachable, unless -noonion later",NL
bitcoin,"-onion can be used to set only a proxy for .onion, or override normal proxy for .onion addresses",NL
bitcoin,-noonion (or -onion=0) disables connecting to .onion entirely,NL_CODE
bitcoin,"An empty string is used to not override the onion proxy (in which case it defaults to -proxy set above, or none)",NL
bitcoin,Handle -noonion/-onion=0,CODE
bitcoin,Read asmap file if configured,NL
bitcoin,********************************************************* Step 7: load block chain,NL
bitcoin,cache size calculations,NL
bitcoin,total cache cannot be less than nMinDbCache,NL
bitcoin,total cache cannot be greater than nMaxDbcache,NL
bitcoin,use 25%-50% of the remainder for disk cache,NL
bitcoin,cap total coins db cache,NL
bitcoin,the rest goes to in-memory cache,NL
bitcoin,"new CBlockTreeDB tries to delete the existing file, which",NL
bitcoin,fails if it's still open from the previous loop. Close it first:,NL
bitcoin,"If we're reindexing in prune mode, wipe away unusable block files and all undo data files",NL
bitcoin,LoadBlockIndex will load fHavePruned if we've ever removed a,NL
bitcoin,block file from disk.,NL
bitcoin,Note that it also sets fReindex based on the disk flag!,NL
bitcoin,From here on out fReindex and fReset mean something different!,NL
bitcoin,"If the loaded chain has a wrong genesis, bail out immediately",NL
bitcoin,"(we're likely using a testnet datadir, or the other way around).",NL
bitcoin,Check for changed -prune state.  What we are concerned about is a user who has pruned blocks,NL
bitcoin,"in the past, but is now trying to run unpruned.",NL
bitcoin,At this point blocktree args are consistent with what's on disk.,NL
bitcoin,"If we're not mid-reindex (based on disk + args), add a genesis block on disk",NL
bitcoin,(otherwise we use the one already on disk).,NL
bitcoin,This is called again in ThreadImport after the reindex completes.,NL
bitcoin,At this point we're either in reindex or we've loaded a useful,NL
bitcoin,block tree into BlockIndex()!,NL_CODE
bitcoin,cache_size_bytes,CODE
bitcoin,in_memory,CODE
bitcoin,should_wipe,CODE
bitcoin,"If necessary, upgrade from older database format.",NL
bitcoin,This is a no-op if we cleared the coinsviewdb with -reindex or -reindex-chainstate,NL
bitcoin,ReplayBlocks is a no-op if we cleared the coinsviewdb with -reindex or -reindex-chainstate,NL_CODE
bitcoin,"The on-disk coinsdb is now in a good state, create the cache",NL
bitcoin,LoadChainTip initializes the chain based on CoinsTip()'s best block,NL_CODE
bitcoin,out of the per-chainstate loop,NL
bitcoin,out of the chainstate activation do-while,NL
bitcoin,first suggest a reindex,NL
bitcoin,"As LoadBlockIndex can take several minutes, it's possible the user",NL_CODE
bitcoin,"requested to kill the GUI during the last operation. If so, exit.",NL
bitcoin,"As the program has not fully started yet, Shutdown() is possibly overkill.",NL_CODE
bitcoin,********************************************************* Step 8: start indexers,NL
bitcoin,cache size,NL
bitcoin,********************************************************* Step 9: load wallet,NL
bitcoin,********************************************************* Step 10: data directory maintenance,NL
bitcoin,"if pruning, unset the service bit and perform the initial blockstore prune",NL
bitcoin,after any wallet rescanning has taken place.,NL
bitcoin,Advertise witness capabilities.,NL
bitcoin,The option to not set NODE_WITNESS is only used in the tests and should be removed.,NL_CODE
bitcoin,********************************************************* Step 11: import blocks,NL
bitcoin,"Either install a handler to notify us when genesis activates, or set fHaveGenesis directly.",NL
bitcoin,"No locking, as this happens before any background thread is started.",NL
bitcoin,thread runs free,NL
bitcoin,Wait for genesis block to be processed,NL
bitcoin,We previously could hang here if StartShutdown() is called prior to,NL_CODE
bitcoin,"ThreadImport getting started, so instead we just wait on a timer to",NL
bitcoin,check ShutdownRequested() regularly.,NL_CODE
bitcoin,********************************************************* Step 12: start node,NL
bitcoin,// debug print,NL
bitcoin,Map ports with UPnP or NAT-PMP.,NL
bitcoin,Initiate outbound connections unless connect=0,NL_CODE
bitcoin,********************************************************* Step 13: finished,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,Copyright (c) 2017 The Zcash developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,These functions are taken from the libsecp256k1 distribution and are very ugly.,NL
bitcoin,"This parses a format loosely based on a DER encoding of the ECPrivateKey type from
 section C.4 of SEC 1 <https://www.secg.org/sec1-v2.pdf>, with the following caveats:

 The octet-length of the SEQUENCE must be encoded as 1 or 2 octets. It is not
   required to be encoded as one octet if it is less than 256, as DER would require.
 The octet-length of the SEQUENCE must not be greater than the remaining
   length of the key encoding, but need not match it (i.e. the encoding may contain
   junk after the encoded SEQUENCE).
 The privateKey OCTET STRING is zero-filled on the left to 32 octets.
 Anything after the encoding of the privateKey OCTET STRING is ignored, whether
   or not it is validly encoded DER.

 out32 must point to an output buffer of length at least 32 bytes.",NL_CODE
bitcoin,sequence header,NL
bitcoin,sequence length constructor,NL
bitcoin,sequence length,NL
bitcoin,sequence element 0: version number (=1),NL_CODE
bitcoin,"sequence element 1: octet string, up to 32 bytes",NL_CODE
bitcoin,"This serializes to a DER encoding of the ECPrivateKey type from section C.4 of SEC 1
 <https://www.secg.org/sec1-v2.pdf>. The optional parameters and publicKey fields are
 included.

 seckey must point to an output buffer of length at least CKey::SIZE bytes.
 seckeylen must initially be set to the size of the seckey buffer. Upon return it
 will be set to the number of bytes used in the buffer.
 key32 must point to a 32-byte raw private key.",NL_CODE
bitcoin,Check that the sig has a low R value and will be less than 71 bytes,NL
bitcoin,"In DER serialization, all values are interpreted as big-endian, signed integers. The highest bit in the integer indicates",NL
bitcoin,"its signed-ness; 0 is positive, 1 is negative. When the value is interpreted as a negative integer, it must be converted",NL
bitcoin,to a positive value by prepending a 0x00 byte so that the highest bit is 0. We can avoid this prepending by ensuring that,NL
bitcoin,"our highest bit is always 0, and thus we must check that the first byte is less than 0x80.",NL
bitcoin,Grind for low R,NL
bitcoin,Pass in a random blinding seed to the secp256k1 context.,NL
bitcoin,Copyright (c) 2014-2019 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,/ Maximum witness length for Bech32 addresses.,NL
bitcoin,base58-encoded Bitcoin addresses.,NL
bitcoin,Public-key-hash-addresses have version 0 (or 111 testnet).,NL
bitcoin,"The data vector contains RIPEMD160(SHA256(pubkey)), where pubkey is the serialized public key.",NL_CODE
bitcoin,Script-hash-addresses have version 5 (or 196 testnet).,NL
bitcoin,"The data vector contains RIPEMD160(SHA256(cscript)), where cscript is the serialized redemption script.",NL_CODE
bitcoin,Set potential error message.,NL
bitcoin,This message may be changed if the address can also be interpreted as a Bech32 address.,NL
bitcoin,Bech32 decoding,NL
bitcoin,The first 5 bit symbol is the witness version (0-16),NL
bitcoin,The rest of the symbols are converted witness program bytes.,NL
bitcoin,Set error message if address can't be interpreted as Base58 or Bech32.,NL
bitcoin,namespace,NL
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"NOTE: the logger instances is leaked on exit. This is ugly, but will be
 cleaned up by the OS/libc. Defining a logger as a global object doesn't work
 since the order of destruction of static/global objects is undefined.
 Consider if the logger gets destroyed, and then some later destructor calls
 LogPrintf, maybe indirectly, and you get a core dump at shutdown trying to
 access the logger. When the shutdown sequence is fully audited and tested,
 explicit destruction of these objects can be implemented by changing this
 from a raw pointer to a std::unique_ptr.
 Since the ~Logger() destructor is never called, the Logger class and all
 its subclasses must have implicitly-defined destructors.

 This method of initialization was originally introduced in
 ee3374234c60aba2cc4c5cd5cac1c0aefc2d817c.",NL_CODE
bitcoin,unbuffered,NL
bitcoin,Add newlines to the logfile to distinguish this execution from the,NL
bitcoin,last one.,NL
bitcoin,dump buffered messages from before we opened the log,NL
bitcoin,Omit the special cases.,NL
bitcoin,"Belts and suspenders: make sure outgoing log messages don't contain
     potentially suspicious characters, such as terminal control codes.
    
     This escapes control characters except newline ('\n') in C syntax.
     It escapes instead of removes them to still allow for troubleshooting
     issues where they accidentally end up in strings.",NL_CODE
bitcoin,buffer if we haven't started logging yet,NL
bitcoin,print to console,NL
bitcoin,"reopen the log file, if requested",NL
bitcoin,unbuffered,NL
bitcoin,Amount of debug.log to save at end when shrinking (must fit in memory),NL
bitcoin,Scroll debug.log if it's getting too big,NL
bitcoin,Special files (e.g. device nodes) may not have a size.,NL
bitcoin,If debug.log file is more than 10% bigger the RECENT_DEBUG_HISTORY_SIZE,NL_CODE
bitcoin,trim it down by saving only the last RECENT_DEBUG_HISTORY_SIZE bytes,NL
bitcoin,Restart the file with some of the end,NL
bitcoin,Copyright (c) 2011-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,USE_NATPMP,CODE
bitcoin,The minimum supported miniUPnPc API version is set to 10. This keeps compatibility,NL
bitcoin,with Ubuntu 16.04 LTS and Debian 8 libminiupnpc-dev packages.,NL
bitcoin,USE_UPNP,CODE
bitcoin,detect gateway automatically,NL
bitcoin,forced gateway - NOT APPLIED,NL_CODE
bitcoin,OK,NL
bitcoin,seconds,NL
bitcoin,OK,NL
bitcoin,remove a port mapping,NL
bitcoin,OK,NL
bitcoin,USE_NATPMP,CODE
bitcoin,USE_UPNP,CODE
bitcoin,High priority protocol.,NL
bitcoin,USE_UPNP,CODE
bitcoin,Low priority protocol.,NL
bitcoin,USE_NATPMP,CODE
bitcoin,Enabling another protocol does not cause switching from the currently used one.,NL
bitcoin,Interrupt a protocol-specific loop in the ThreadUpnp() or in the ThreadNatpmp(),NL_CODE
bitcoin,to force trying the next protocol in the ThreadMapPort() loop.,NL_CODE
bitcoin,#if defined(USE_NATPMP) || defined(USE_UPNP),CODE
bitcoin,Intentionally left blank.,NL
bitcoin,Intentionally left blank.,NL
bitcoin,Intentionally left blank.,NL
bitcoin,#if defined(USE_NATPMP) || defined(USE_UPNP),CODE
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,"we can never have zero txs in a merkle block, we always need the coinbase tx",NL
bitcoin,"if we do not have this assert, we can hit a memory access violation when indexing into vTxid",NL
bitcoin,hash at height 0 is the txids themselves,NL
bitcoin,calculate left hash,NL
bitcoin,calculate right hash if not beyond the end of the array - copy left hash otherwise,NL
bitcoin,combine subhashes,NL
bitcoin,determine whether this node is the parent of at least one matched txid,NL
bitcoin,store as flag bit,NL
bitcoin,"if at height 0, or nothing interesting below, store hash and stop",NL
bitcoin,"otherwise, don't store any hash, but descend into the subtrees",NL
bitcoin,overflowed the bits array - failure,NL
bitcoin,"if at height 0, or nothing interesting below, use stored hash and do not descend",NL
bitcoin,overflowed the hash array - failure,NL
bitcoin,"in case of height 0, we have a matched txid",NL
bitcoin,"otherwise, descend into the subtrees to extract matched txids and hashes",NL
bitcoin,"The left and right branches should never be identical, as the transaction",NL
bitcoin,hashes covered by them must each be unique.,NL
bitcoin,and combine them before returning,NL
bitcoin,reset state,NL
bitcoin,calculate height of tree,NL
bitcoin,traverse the partial tree,NL
bitcoin,An empty set will not work,NL
bitcoin,check for excessively high numbers of transactions,NL
bitcoin,there can never be more hashes provided than one for every txid,NL
bitcoin,"there must be at least one bit per node in the partial tree, and at least one node per hash",NL
bitcoin,calculate height of tree,NL
bitcoin,traverse the partial tree,NL
bitcoin,verify that no problems occurred during the tree traversal,NL
bitcoin,verify that all bits were consumed (except for the padding caused by serializing it as a byte sequence),NL
bitcoin,verify that all hashes were consumed,NL
bitcoin,Copyright (c) 2009-2010 Satoshi Nakamoto,NL
bitcoin,Copyright (c) 2009-2020 The Bitcoin Core developers,NL
bitcoin,"Distributed under the MIT software license, see the accompanying",NL
bitcoin,file COPYING or http://www.opensource.org/licenses/mit-license.php.,NL_CODE
bitcoin,Updating time can change work required on testnet:,NL
bitcoin,Limit weight to between 4K and MAX_BLOCK_WEIGHT-4K for sanity:,NL_CODE
bitcoin,Block resource limits,NL
bitcoin,"If -blockmaxweight is not given, limit to DEFAULT_BLOCK_MAX_WEIGHT",NL_CODE
bitcoin,Reserve space for coinbase tx,NL
bitcoin,These counters do not include coinbase tx,NL
bitcoin,pointer for convenience,NL
bitcoin,Add dummy coinbase tx as first transaction,NL
bitcoin,updated at end,NL
bitcoin,updated at end,NL
bitcoin,#NAME?,CODE
bitcoin,#NAME?,CODE
bitcoin,Decide whether to include witness transactions,NL
bitcoin,This is only needed in case the witness softfork activation is reverted,NL
bitcoin,(which would require a very deep reorganization).,NL
bitcoin,Note that the mempool would accept transactions with witness data before,NL
bitcoin,"IsWitnessEnabled, but we would only ever mine blocks after IsWitnessEnabled",NL_CODE
bitcoin,unless there is a massive block reorganization with the witness softfork,NL
bitcoin,not activated.,NL
bitcoin,TODO: replace this with a call to main to assess validity of a mempool,NL
bitcoin,transaction (which in most cases can be a no-op).,NL
bitcoin,Create coinbase transaction.,NL
bitcoin,Fill in header,NL
bitcoin,Only test txs not already in the block,NL
bitcoin,TODO: switch to weight-based accounting for packages instead of vsize-based accounting.,NL
bitcoin,Perform transaction-level checks before adding to block:,NL
bitcoin,#NAME?,CODE
bitcoin,- premature witness (in case segwit transactions are added to mempool before,NL
bitcoin,segwit activation),NL
bitcoin,Insert all descendants (not yet in block) into the modified set,NL
bitcoin,Skip entries in mapTx that are already in a block or are present,NL
bitcoin,in mapModifiedTx (which implies that the mapTx ancestor state is,NL_CODE
bitcoin,stale due to ancestor inclusion in the block),NL
bitcoin,Also skip transactions that we've already failed to add. This can happen if,NL
bitcoin,we consider a transaction in mapModifiedTx and it fails: we can then,NL
bitcoin,potentially consider it again while walking mapTx.  It's currently,NL
bitcoin,"guaranteed to fail again, but as a belt-and-suspenders check we put it in",NL
bitcoin,"failedTx and avoid re-evaluation, since the re-evaluation would be using",NL
bitcoin,cached size/sigops/fee values that are not actually correct.,NL
bitcoin,Sort package by ancestor count,NL
bitcoin,"If a transaction A depends on transaction B, then A's ancestor count",NL
bitcoin,must be greater than B's.  So this is sufficient to validly order the,NL
bitcoin,transactions for block inclusion.,NL
bitcoin,This transaction selection algorithm orders the mempool based,NL
bitcoin,on feerate of a transaction including all unconfirmed ancestors.,NL
bitcoin,Since we don't remove transactions from the mempool as we select them,NL
bitcoin,"for block inclusion, we need an alternate method of updating the feerate",NL
bitcoin,of a transaction with its not-yet-selected ancestors as we go.,NL
bitcoin,This is accomplished by walking the in-mempool descendants of selected,NL
bitcoin,transactions and storing a temporary modified state in mapModifiedTxs.,NL_CODE
bitcoin,"Each time through the loop, we compare the best transaction in",NL
bitcoin,mapModifiedTxs with the next transaction in the mempool to decide what,NL_CODE
bitcoin,transaction package to work on next.,NL
bitcoin,mapModifiedTx will store sorted packages after they are modified,NL_CODE
bitcoin,because some of their txs are already in the block,NL
bitcoin,"Keep track of entries that failed inclusion, to avoid duplicate work",NL
bitcoin,Start by adding all descendants of previously added txs to mapModifiedTx,NL_CODE
