ID,Class,Text
773,4,"User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3"
774,2,-----------------------------------------------------------------
775,2,"_92f:{_80a:'8',"
776,2,bar
777,2,"@@ +399,5 @@"
778,1,The problem still shows in Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; it; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12
779,2,unsafe CPOW usage unity_webapps.js:477:0
780,1,"However, that must not be undocumented. If you decide to allow -1, we must document it in the IDL (in all places where -1 is allowed for the port number)."
781,2,static_cast<const gfxHarfBuzzShaper::FontCallbackData*>(font_data);
782,2,https://hg.mozilla.org/integration/mozilla-inbound/rev/8a385ef6f650
783,1,"I haven't looked very much, but I can answer some questions. For example the ""Bold button"" is defined here:"
784,1,"1. When in a page with a textbox, open another page in a tab."
785,1,We need to wait until bug 1215295 hits m-c but I figured we could get the patches reviewed before. If you want to build just check out latest NSS to security/nss/ in your working copy.
786,1,"this is looking excellent now with necko, all the pages load fully, marking"
787,1,After upgrading to FF 3.6 the page stopped working.  Then java was updated to 1.6.0_18 and the problem persisted.
788,1,more descriptive variable names wouldn't be a bad idea.... characters are cheaper than they were 30 years ago
789,1,guess that means a [notxpcom] readonly attribute in addition to the restored
790,2,[1] https://github.com/crdlc/gaia/commit/3313801cfee954f4f14e5cf65c0518b004d9a16c
791,2,=============================================================
792,1,more risky than XSS.
793,4,04-07 15:57:23.270 <6>0[ 1271.970682] [   85]  1001    85      205       16   0     -16          -941 rilproxy
794,2,::: devtools/shared/event-emitter.js:78
795,2,http://hg.mozilla.org/mozilla-central/rev/3e05788f1ab0
796,3,#0  0x00007f3dcd439a1c n/a (libxul.so)
797,5,"Quick update, as I've been silent thus far. I am currently working on this. It looks similar to https://bugzilla.mozilla.org/show_bug.cgi?id=1265873 and I've confirmed it's a regression from my patch in https://bugzilla.mozilla.org/show_bug.cgi?id=1176011."
798,1,"I'm just including the above steps for posterity, 'cause I think billm has a possible fix for this (woot!), from talking to him on IRC."
799,1,I'm just going to reset some of the flags you've set.
800,1,combination of X libraries on my system (perhaps a conflict in the Red
801,4,07FE2C80    PPC  17EA7604  main+00CF0
802,1,I know how to reproduce this now.  This has something to do with CRL's
803,1,[Approval Request Comment]
804,1,"Hasn't landed on m-c since a big improvement removed all this code on m-c. Note that this big improvement does contain this small fix. So if I can count that: half a day on m-i. But this has also landed on ionmonkey branch (that has tbpl builds etc). There it is checked in for multiple days, up to a week."
805,1,"This entire block defining rdtsc is only used in TraceLogging.cpp, and it appears it doesn't need to be exposed, so it should stay there (the fact that functions are static confirms that hint)."
806,1,5) Select 'free' on an app
807,1,cairo's header file.
808,1,2. Select to subscribe to this live bookmark for foxnews.com
809,1,6.Incoming one call.
810,4,"Last-Modified:	Wed, 27 Oct 2010 16:12:20 GMT"
811,1,nominating for the 1.0 branch. This is highly visible -- I ran into this several
812,1,icon+arrow is a big button that contains another button containing just the icon.
813,1,trusted. Ot: we can make an exception such as:
814,1,"Sorry, I meant bug 552686."
815,3,at /home/mfinkle/Source/mozilla-trunk/mozilla/content/events/src/nsEventListenerManager.cpp:1190
816,1,"See attached: screenshot, logcat"
817,1,"In case removal is not deemed safe, the following patch will at least actually allow compilation and operate in the spirit of what the old/obsolete code used to do.  However, this would only be necessary if js::RecalculateStackLimit() (via SetNativeStackQuota() or some other call) isn't done early enough after the JSRuntime object is created."
818,4,bug 823483 patch 5.
819,4,"#24 0x00007ff6c90eb10f in XREMain::XRE_main (this=this@entry=0x7ffced2b79a8, argc=argc@entry=1,"
820,2,#NAME?
821,1,"1. Have an add-on update available, which gets auto-loaded when Firefox starts up"
822,2,"@@ +1010,5 @@"
823,2,-----------------------------------------------------------------
824,3,#0   0x70059b68 in _semaphore_wait_signal_trap ()
825,1,I've tried the following in different combinations. No luck.
826,1,"Ok, I'll post another bug report with the very same test case!"
827,1,"First of all, an error should be thrown after put() instead of onsuccess (QUOTA_ERR)"
828,1,In this I am attaching the try request link which I pulled today.
829,1,"Drivers: asking for blocking, as this is an easy and unobtrusive perf win. Anything that reduces query time in moz_places will positively affect perf of autocomplete, bookmarks and history search, etc."
830,1,the> UA stylesheet.
831,2,http://mxr.mozilla.org/comm-central/source/calendar/base/themes/pinstripe/calendar-views.css#606
832,1,I do not get mozilla crash.  WFM in todays 5-18-04 build win98.
833,1,"Because we implemented the HTML parsing algorithm from the HTML5 specification.  Other browsers are implementing it too.  Again, at this point the problem is that we and WebKit are using the same parser but your site is sending us _different_ markup.  Just stop doing that!"
834,1,"Already send the email to partner to look for help already. Since Wasabi is the old model from 2 years ago and currently not the official project for our partner, partner won't have timely support on this one. Partner said they can help on the issue analysis but won't be able to provide fix even the issue is identified in the vendor's build."
835,3,"0x01cd40cc, int * 0x0012e504) line 3838 + 56 bytes"
836,1,if you have followed the instructions and are still having problems.
837,1,"A simple way to do that is to count how many nsIURIs we create, and how many of them contain the string ""!//"". Then send those two numbers back. A possibly slightly more meaningful thing to measure is how many pages that use ""!//"" URLs, out of the total number of pages we load. That more clearly indicates how much of the web would break if we made this change."
838,2,169
839,1,Note that this bug is somewhat mutually exclusive with Bug 925874 (though WINDOWS STR B would always be an issue).
840,1,assumes that the year is wrong and subtracts 1. The problem is that time
841,2,var elements = [];
842,1,"to the relevant Makefile.in files, and remove the AC_DEFINE here and above."
843,5,"I would take a close look at <input type=""file""> as you will see this one is"
844,1,followed by a very large sequence of:
845,1,message that truly informs rather than confuses the reader and also tells them
846,2,"@@ +1,2 @@"
847,1,Actual Results:
848,1,like (that is still open) file a new one.
849,3,7  libssl3.so!ssl_FreeSocket [sslsock.c : 485 + 0x0]
850,5,"(""\\server\share\user\Application Data"") or if you manually enter a UNC path -"
851,3,#3  0x00007f3dcd74c576 n/a (libxul.so)
852,5,"FYI, we don't do more than just paint the yellow background-color for ""-moz-appearance: tooltip;"""
853,2,"<!DOCTYPE test SYSTEM ""notexist.dtd"">"
854,2,"RCS file: /m/pub/mozilla/intl/unicharutil/src/nsCaseConversionImp2.cpp,v"
855,1,"What I did was selected the whole page, chose 'view selection source' to view"
856,2,function UpdatePlugins() {
857,4,Linux build 2000052320
858,2,<treerow >
859,3,"[c:/builds/tinderbox/MozillaTrunk/WINNT_5.0_Clobber/mozilla/docshell/base/nsDocShell.cpp,"
860,2,13:11:57 INFO - esi = 0x00000000 edi = 0x00000000
861,1,Some tweaks on top of the patches here.
862,2,"<div class=""hub"">"
863,1,I think that the above patch may be a better fix. When we're doing an
864,1,I didn't recycle RTFs since they are created somewhat differently. It should be
865,2,javascript:open('http://www.yahoo.com/');void 1
866,1,FireFox tabs open: 11 + 1 + 1 + 15 + 9 + 1 + 2 + 20 = 60
867,2,DBGHELP: firefox - private symbols & lines
868,1,This bug persists in 3.0.4.
869,1,"Also, I think maxIonCompilationThreads is shorter and matches what we do elsewhere (maxInlineDepth, maxMallocBytes etc)"
870,1,dependent on this one?
871,1,authentication scheme (I used .htaccess in Apache).
872,1,"I tentatively have ruled out overflow for some uses of CalcBufferSize, but not all. The ones that appear OK are:"
873,3,#35 0xb7e6f249 in PR_GetError () from /usr/lib/MozillaFirefox/libnspr4.so
874,1,I don't see where it's getting this from though.
875,1,"I have seen this and a similar error on other pages as well in the past, though"
876,1,"In the other 3 cases, it looks like reject_call didn't work, because the screenshot clearly shows the call is still going on and the failure happens right after reject_call was called:"
877,2,Flame 2.0
878,2,`.split('\n');
879,4,(516787)   URL: http://www.nationalcity.com/onlinebanking/
880,1,"No link is set on ""jack Hokanson""/testimonials/home page"
881,2,[1] https://hg.mozilla.org/mozilla-central/annotate/955840bfd3c2/dom/plugins/base/nsPluginHost.cpp#l2364
882,1,Nit: cuddle
883,1,"Ah, I see. Makes sense."
884,1,"With the patch of bug 126920, it works fine for mail priting."
885,1,You need to provide a page.. or URL.. I have no problems printing...any
886,1,Selecting pseudo elements is really just doing something that can't easily be done in the highlighter but it would be cool if they could be selected like any other node.
887,1,Reproducible: Sometimes
888,5,"Where are we using PAGE_SIZE directly? AFAIK that's heavily frowned upon, we should be using getpagesize() or sysconf(_SC_PAGESIZE) if the former is unavailable. Maybe we should go ahead and fix that instead of defining PAGE_SIZE."
889,2,</pre>
890,1,"happen at all, unlike in the existing code.  Is this intentional?"
891,1,Review of attachment 8494737:
892,2,*
893,2,025d18f0 025d18e8 00000000 00000000 00000000 00000000 00000000 025d2d20
894,2,Europe/Zagreb  Tue May  8 00:59:59 1945 UTC = Tue May  8 01:59:59 1945 CET isdst=0
895,2,while (true) {
896,2,https://hg.mozilla.org/integration/fx-team/rev/fb2f46c5f6b1
897,4,Gecko: d9c755c8055f
898,2,print.print_margin_bottom: 0.5
899,1,nit: ditto
900,1,adding localizers to see if they can find a work around for this
901,5,after: https://tbpl.mozilla.org/?tree=Mozilla-Inbound&rev=53aedd08699f
902,1,Verified that we are indeed calling InsertHTML with a string which includes the
903,3,then@resource://gre/modules/commonjs/toolkit/loader.js -> resource://gre/modules/commonjs/sdk/core/promise.js:43:43
904,1,Text should be vertically centered.
905,1,"Make sure the ""Sample Format"" is correct."
906,1,I suggest to optionally use the same pre-processing for browsing webpages.
907,3,09:42:12     INFO -  ++DOMWINDOW == 94 (0x7fe937bcc400) [pid = 1954] [serial = 3058] [outer = (nil)]
908,2,print.tmp.printerfeatures.LaserJet-4L.paper.2.height_mm
909,1,using Flash mx 2004. of all the the people I know that has viewed the site...
910,1,"a form that doesn't post to an https: URL, please file a new bug."
911,4,10:12:32 INFO - 282 INFO [17:12:31.829] 640x360-16 loadstart
912,2,::: tools/profiler/JSStreamWriter.h
913,1,Why is the mLastNotification-vs-LAST_NOTIFICATION_END comparison here changing from == to !=  ?
914,2,"@@ +5,5 @@"
915,2,#NAME?
916,1,So the rendering is in fact correct.  Just set the top margin on both to 0 if
917,1,Actual Results:
918,1,"2. Reset ""media.gmp-manager.lastcheck"" (should read '0')."
919,1,"Another ""symptom"" that emerged along with this one - the URL won't get updated"
920,2,::: layout/mathml/nsMathMLFrame.cpp
921,2,./test_upgrade.js
922,1,Why? Especially if it's not there by default. It means change and option for additional usability and your break familiarity.
923,1,"The fullscreen API is becoming heavily used in games and other web apps; we should remove the prefix and bring it in line with the no-prefixes policy, or the prefix is likely to stick around for a really, really long time."
924,1,Preexisting nit: left brace on its own line.
925,5,i'm blind. bug 52397 is a crash in nsHTTPServerListener::OnDataAvailable
926,1,to synch the changes with the system.  Mozilla still couldn't resolve any
927,2,<td>
928,2,/home/chuclone/.gems/gems/responders-0.6.5/lib
929,2,setInterval(function(){
930,1,[Additional notes]:
931,1,"r- because of the newChannel: (aURI, aLoadInfo) which I'm 99% sure is not quite right..."
932,4,"latest Nightly 41.0a1 (2015-06-10) (Build ID: 20150610030209),"
933,1,And there is indeed a bug in bug 604289 that it would return false
934,1,Actual Results:
935,1,We can create more categories but that would make the subsections
936,4,Version: 45.0a1 (2.5)
937,1,"Still on the reflow interrupt thing, we could also switch to one of the other interrupt modes (e.g. the one that interrupts deterministically off a counter once 100ms have passed).  But if we can hook up HasPendingInputEvent that would be _way_ better."
938,1,Review of attachment 8674188:
939,2,nsWindow::DispatchWindowEvent(nsGUIEvent * 0x0012f92c) line 871
940,1,There are other bugs on similar things. I tried to define how it all works when
941,1,are asking for your help in focussing our efforts. If you can still reproduce
942,1,"Unless this is by design, I think it is bug-prone and we should ensure to only show/hide once and when needed, otherwise we may end up in a weird inconsistent state."
943,2,print.tmp.printerfeatures.laserjet.paper.6.width_mm: 190
944,1,"Its a bit far fetched but lucas and I were also talking about the possibility of a green bar-ish, or blue bar-ish, and/or larry-ish looking persona.   it would be hard to get it looking exactly right but with enough work it might be close enough to fool a few people that they were on a secure connection."
945,4,User-Agent:       Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1)
946,2,139
947,3,"#1  0x00002aaaacfd6e8a in nsRefPtr (aRawPtr=0x2aaad1dab5e0, this=<synthetic pointer>) at ../../dist/include/nsAutoPtr.h:911"
948,1,Reproducible: Always
949,2,https://bugzilla.mozilla.org/attachment.cgi?id=197660
950,5,try run is green: https://tbpl.mozilla.org/?tree=Try&rev=5cfa8f3f1177
951,3,"8 	libxul.so 	nsXPConnect::GarbageCollect 	js/src/xpconnect/src/nsXPConnect.cpp:413"
952,1,This should be it. This should finally be it. Oh God I hope this is correct.
953,1,"AM REALLY disappointed in you trying to Please everyone, putting everything on.  LESS IS BETTER."
954,1,Setting milestone to mozilla0.9.1
955,2,<center>
956,1,Reproducible: Always
957,1,7. Open Settings app and go to Data Settings.
958,2,#endif
959,1,"Out of curiosity, I would be curious as to what it is about STL containers that can't be measured by passing a suitably instrumented allocator? Do STL containers (in some implementations) allocate things on the heap without using the allocator, or are you concerned about the sizeof(*this) part?"
960,2,"* XLIST (\HasNoChildren) ""/"" ""test_saturated_sync"""
961,1,The JavaScript console also reports this error (with popup blocking off):
962,2,+  PRBool EnforceInvariants(void) { return mEnforceInvariants; }
963,1,Correction:
964,1,"We likely want to improve this soon, and at least document any restrictions in place and file bugs to relax them."
965,1,"Before version 20, firefox worked on hardened linux"
966,1,Type without being frozen.  I can click but not type.  (Mac user)
967,1,In both case we are not able to enable or disable APM after this.
968,1,"In any case, sounds like this is a duplicate of bug 441046 or bug 823483?"
969,5,"I had tested with code to disable ""done()"" function call[1]. So, the view activity won't be closed when we get an error. In this case, we only get one error and call alert once. When we long press home button, the view activity window is closed and press the caller app to get caller back. I found there another alert is shown on top of the caller's window."
970,1,"Since Bug 24366 was fixed, we can now care of the following problem:"
971,5,"Window.enumerateProperties"". And on the 1st window only name ""ObjectWindow"" appears."
972,3,"composer.dll!nsCOMPtr<nsIEditor>::~nsCOMPtr<nsIEditor>()  Line 584	C++"
973,3,"0   XUL DebuggerSource_getText(JSContext*, unsigned int, JS::Value*) + 454 (RootingAPI.h:661)"
974,4,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8b2) Gecko/20050614
975,2,r24: 0x00000000  r25: 0x00000780  r26: 0x0000027e  r27: 0x00000020
976,4,"4501 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/dom-level1-core/test_attreffectivevalue.html | [SimpleTest/SimpleTest.js, window.onerror] An error occurred - is is not defined at http://mochi.test:8888/tests/dom/indexedDB/test/test_setVersion.html:70"
977,1,Addressed review comments for part 1.
978,2,extensions.checkCompatibility.4.2p.previous
979,4,BuildID   20130814043202
980,2,3
981,1,Thanks~
982,2,"Register b = getBaseReg(base, d, BaseRegs);"
983,5,I'm not entirely happy with the API yet.  The idealistic part of me (http://commandcenter.blogspot.com/2012/04/byte-order-fallacy.html) would like people to just use the Read/Write functions:
984,2,"<img src=""menubtn.gif"" border=""0"" alt=""Menu""></a>"
985,1,"items under the image appear uncentered, as well as being split apart with the"
986,1,I can still reproduce this problem after testing... Please check the attachment image and description:
987,1,reassigning qa contact to chrisd
988,1,trailing space
989,1,I opened the following PDF file using the built-in viewer:
990,1,There were missing resources so all the stuff is provided as the zip file now.
991,1,I get a result of 4254 ms.. I tried also older builds but it was never fast in Firefox.
992,1,"From coment #0 it looks like the click closes the window via self.close(), so"
993,2,nsStreamListenerEvent::HandlePLEvent(PLEvent*)
994,2,int 3145) line 1369
995,1,"Good for me, Steve!  Thanks a lot for this patch.  I though I caught all of the cases :/"
996,2,"nsContainerFrame::ReflowChild(nsIFrame *,nsPresContext *,nsHTMLReflowMetrics &,nsHTMLReflowState const &,int,int,unsigned int,unsigned int &,nsOverflowContinuationTracker *) (in xul.dll)"
997,2,"5 	xul.dll 	gfxImageSurface::gfxImageSurface 	gfx/thebes/gfxImageSurface.cpp:101"
998,1,"If you no longer see the problem, please set status to resolved and resolution to WORKSFORME."
999,2,[1] https://pvtbuilds.mozilla.org/pub/mozilla.org/b2g/nightly/mozilla-central-unagi/latest/
1000,1,Expected Results:
1001,1,browser history and the description i was typing on for 1/2 an hour was G O N E
1002,4,78.7%   ZwQuerySystemInformation
1003,1,I can not get a windbg info because keyboard and mouse is not responsive.
1004,1,"NI : Alberto, not sure why this was backed out, if its close to getting done, can we please get this re-landed on master and uplifted on 2.2 as well ? Thanks!"
1005,1,Reproducible: Didn't try
1006,1,Let me know.
1007,1,"x is length,2"
1008,1,"Hmm, yeah, that would be a problem :("
1009,1,This bug can be fixed by replaceing
1010,3,"js_FinishAtomState()  [/builds/tinderbox/Tb-Mozilla1.8.0-Release/Linux_2.4.18-14_Depend/mozilla/js/src/jsatom.c, line 428]"
1011,1,length of full text = 9
1012,1,This patch checks the call stack to see if it's chrome or content calling
1013,1,When was the last windows update you made?
1014,1,"I was sort of expecting you to make one....  Please do take this to the newsgroups?  I have a number of followup questions to your ""short answer"", and don't want to clutter the bug with them.  Not sure which newsgroup you prefer here; let me know once you post."
1015,4,Makefile:183: test_crashing2.html disabled due to random orange; see bug 566049
1016,1,I have a fix for this. Shall checkin when the tree opens.
1017,1,Steps to Reproduce:
1018,1,Is this adding what GitHub needs to use FIDO U2F? I read this when setting up 2-auth.
1019,1,"5- Host receives second tile, removes readlock and reference from first tile, frees shared memory"
1020,1,"No, it's not part of any specification. It's supposed to bring windows to the front, which I think only makes sense when they're also restored from the minimized state. We already expect this when we call w.focus() in your patch's context."
1021,2,-----------------------------------------------------------------
1022,1,"For auto-detect east asian and chinese, it's a regression."
1023,1,3.Browse to site and check the file on disk 200 btyes in size.
1024,1,Repro Steps:
1025,1,"3. Click Australis Menu button (???) -> ""Sign in to Sync"""
1026,1,Firefox should have started normally.
1027,3,"7 	libxul.so 	nsScriptLoader::EvaluateScript 	nsCOMPtr.h:655"
1028,1,"Ben, could you try to figure out whether cookies work here at all?  Here's a random page which tries to figure out whether cookies are enabled, for instance."
1029,1,on windows and linux a mouseover yeilds:
1030,1,"carrying approvals forward, since dbaron's suggestion is a small change."
1031,1,the URIbar. I go from one page to another faster using a keyboard shortcut.
1032,1,"* Find the file that stores the site thumbnail, e.g. with PageThumbsStorage.getFilePathForURL"
1033,1,Change to leo+ because this bug is derived from from 900848.
1034,2,overlay.inspectStop()
1035,3,"00002e0fe0   mov 744(eax),ebx       eax(state) ebx(add2)"
1036,1,"I'd have appreciated some comments about what the classes here are for, especially nsZipDataStream"
1037,3,"0012f374 0173b198 gklayout!nsGenericElement::HandleDOMEvent(class nsPresContext * aPresContext = 0x020044c0, class nsEvent * aEvent = 0x063bdb70, class nsIDOMEvent ** aDOMEvent = 0x0012f760, unsigned int aFlags = 2, nsEventStatus * aEventStatus = 0x0012f838)+0x429 [h:/mozilla/tree-main/mozilla/content/base/src/nsGenericElement.cpp @ 2053]"
1038,1,1. Video recording
1039,1,"as a note, this fixes both this bug and bug 219192 (not worth writing two"
1040,1,1. create xml/xslt page
1041,1,- Removed a use of 'constexpr' which broke the Windows build.
1042,2,https://hg.mozilla.org/mozilla-central/rev/6d098abf43ad
1043,1,"settings so I can at least know I've lost my custom settings, but sometimes they"
1044,2,https://treeherder.mozilla.org/#/jobs?repo=try&revision=889099cdc2c1
1045,4,3682 21:51:14 INFO - 796 INFO TEST-UNEXPECTED-FAIL | dom/browser-element/mochitest/test_browserElement_oop_CopyPaste.html | cut function works (test: normal div with designMode:on)
1046,2,"@@ +295,4 @@"
1047,1,Is there a suppression we can give clang to tell it this is not an accident?
1048,1,3. Display in FF
1049,1,here too.
1050,1,"When we change a preference in security-prefs.js or firefox.js or elsewhere, we also need to make a change like the one in this patch."
1051,1,page load (the onload handler adds some text to the line).
1052,1,3. Click on the link. A 'Launch Application' dialog appears. (See attachment)
1053,4,"CPU 3           :    ?  --    ? user,    ? nice,    ? system,    ? idle"
1054,2,do
1055,1,"4. The Home screen with apps will overlap with ""Transfer Protocol"" view."
1056,1,"marking mac, adding mac to summary."
1057,4,"16384[8073500]: nsHttpHandler::Observe [topic=""timer-callback""]"
1058,4,"App Notes 	AdapterVendorID: 10de, AdapterDeviceID: 0533, AdapterDriverVersion: 6.14.11.126"
1059,1,3. User can open the the transfered file.
1060,1,I upgraded Firefox moments ago and now and then I get Chinese characters and such in the tabs.
1061,1,r=pavlov (from bryner's machine)
1062,1,the same html code looks different when rendered
1063,1,"Yep, that's right! Thanks for breaking it down, Andrew. Now that you made the mistake of posting in the bug, I'm going to ask you to review the patch. =p"
1064,2,browser/devtools/webconsole/test/browser_webconsole_property_provider.js
1065,1,release. Hard to tell with no version or target milestone.
1066,1,joki.
1067,1,always disabled for me.
1068,1,om type ?€?const void**?€? to type ?€?js::gc::Cell**?€? casts away qualifiers
1069,4,2. patch for 0.9.4 using the 4.x solution (11/17/01 06:48)
1070,1,|<----------------Class--------------->|<-----Bytes------>|<----------------Objects---------------->|<--------------References-------------->|
1071,1,"ditto, won't repeat below. Please U-turn"
1072,4,::: netwerk/test/mochitests/test_from_signed_web_packaged_app.html
1073,1,"We could try throttling these (as in, detect how much time we've spent doing the restyles ""recently"" and post an event instead of doing it sync for the current prescontext.  Or something."
1074,4,Firmware(Incremental)  eng.cltbld.20150215.040742
1075,2,}
1076,1,"788		 * go to the trouble of translating the CERTCertificate into"
1077,1,"This almost works.  As far as I can tell, the refcounting is all correct; the Chromium code addrefs and releases the runnable in PostRunnableTask."
1078,2,"[d:\builds\seamonkey\mozilla\layout\html\base\src\nsBlockFrame.cpp, line 3151]"
1079,1,The length of appParameters array would be 17.
1080,1,"Updated PR, took the scroll out of the loop so it affects both addContact and editContact."
1081,1,I've verified that the patch from bug 1161793 which is landed on fx-team fixes this problem.
1082,1,Mozilla has a lot of additional list styles not yet
1083,2,"PRODUCT_NAME=""Java(TM) 2 Platform Standard Edition 5.0 Update 1"""
1084,2,http://start.mozilla.org/firefox/?FR-fr&act=2
1085,2,</html>
1086,4,Sat Mar 29 09:21:16 GMT 2008
1087,1,"2: From the lock screen, press the power button and the volume down button at the same time to take a screenshot."
1088,2,ZIPLOCK
1089,1,"I think the best approach would be to listen for the 'resize' event, like you suggested Chris, and mark the cue's that have been calculated up until that point as dirty. Hopefully we can do that in a lazy way."
1090,1,The next issue that stands out from the tp5 regressions when you enabled e10s (bug 1174776) is that we're now spending time in 'imgRequestProxy::StartDecoding()' where we don't really spend any time during non-e10s tp5.
1091,3,at B.start(B.java:8)
1092,1,Are the items appearing in the location bar dropdown bookmarks? We search those too now.
1093,1,still has it: bug 560723 (+ bug 562655) made no difference.
1094,2,=> mAllocCount:          24399
1095,1,Mozilla process should have completely stopped.
1096,1,Uplift to gaia v2.5
1097,5,"This is probably the best looking mockup for it, by far: http://www.cl.ly/image/0s390K1M2w2n"
1098,2,#NAME?
1099,2,"node.parentNode.replaceChild(this, node);"
1100,1,// Remove floatThead when native position:sticky is usable.
1101,2,https://hg.mozilla.org/mozilla-central/rev/00d5331b08db
1102,1,"framed upon clicking on it. With 0.9 the issue has gotten worse, now the entire"
1103,1,"Repro frequency: 3/3, 100%"
1104,4,16386[81f9b48]:   calling PR_Poll [active=0 idle=1]
1105,1,"Updating the ""no matching activity registered"" condition accordingly."
1106,2,aTrack=mp4_demuxer::kAudio)
1107,1,(better content with Android UA) = This site receives mobile content with the Fennec UA but better mobile content with the Android stock UA
1108,1,"I haven't looked closely at the changes, but Skia is one of the biggest remaining sources of static constructors; it wouldn't really surprise me if updating Skia dragged in a bunch of new static constructors.  Skia's static constructors would require some moderately significant changes to eliminate. :("
1109,1,on the line up button. Resizing the window also causes it to appear
1110,4,make[4]: Leaving directory `/usr/src/mozilla/layout/base/src'
1111,1,"Scans for WiFi networks, either on all  WiFi  links,  or"
1112,4,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9) Gecko/2008052906 Firefox/3.0
1113,3,unsigned int & 0) line 949 + 15 bytes
1114,1,"Yes, please.  For the case attached here, you're just seeing the fact that the image cache does not cache non-image data; there's an existing bug on that."
1115,2,"9148         ac_configure_args=""$ac_configure_args $var='`eval echo \\${${var}}`'"""
1116,1,the forms to use multipart/form-data.
1117,2,06:18:01 INFO - 1 CPU
1118,1,Anyone want to document this in MDN?
1119,1,"Another problem, however, is external links. An external link (passed by another application) is NOT relative to the current tab, but will be opened next to the current tab. I would prefer that external links be opened to the far right. This especially makes sense if the logic is that new blank tabs should be opened on the far right."
1120,1,"Even HTML tidy does not fix the code. So it is impossible to process the file using XSLT because http:="""" causes a namespace error."
1121,4,User-Agent: Mozilla/4.7 [en] (X11; I; Linux 2.2.12-20 i686)
1122,1,I opened 4254 to deal with the issues with the actual script actions.
1123,4,Device: Flame 2.2 (affected)
1124,1,A working workaround is using the side-panel bookmarks.
1125,2,CSSLoaderImpl::ParseSheet
1126,1,present in a recent build (Moz1-RC1 or a new nightly build). If
1127,1,"For static text, as I mentioned above, I can guarantee that the textnode"
1128,2,"<A HREF=""/whichextra/content/main/downloading-pdfs.jsp"">Downloading PDFs</A>"
1129,1,they do not.
1130,1,"After doing so, I launched this apps on Firefox OS on Nightly and got subtitle displayed."
1131,2,blank2.gif
1132,1,EarlyExit:
1133,2,Prog.
1134,1,3) Tap on rocket bar and type at 1-10 characters
1135,1,back to the actual type (from which you casted to void*) when you access a
1136,1,See bug 463153 comment 25.  There are likely holes in at least:
1137,2,"0050303C  shr         edi,8"
1138,1,"Thanks for getting back to us! I'm glad you figured it out - if the addon hasn't been fixed already, you may want to get in touch with the author and let him/her know about the bug."
1139,2,"@@ +557,5 @@"
1140,2,"@@ +1,4 @@"
1141,2,print.tmp.printerfeatures.CUPS/brother.plex.0.name: default
1142,4,[Feature/regressing bug #]: MSE
1143,2,https://hg.mozilla.org/integration/fx-team/rev/3271168dd6bf
1144,2,Name: PCI standard RAM Controller
1145,3,at jsinterp.c:2791
1146,1,"Alive, what patch applies to 2.1 here?"
1147,1,This needs a comment to explain what's going on.  Try this:
1148,1,How short does the audio file need to be for this issue to occur? At what length does the audio file pause as expected?
1149,5,Are there any errors in the Browser Console? Does this work on Nightly? (http://nightly.mozilla.org)
1150,1,Plugins that say don't want to be cached are removed from the list in
1151,1,"Ok, thanks for the tip :)"
1152,1,I've tried Date.now().
1153,1,"want to report"" a bit too hastily. I was not talking about Mozilla for Linux,"
1154,1,It would help if we had xpcshell tests up so we could see if the test for this is passing or not on b2g.
1155,1,"2. Type the word ""feildatabase"" e.g. in mail composer."
1156,1,Nicolas
1157,1,"As for bringing up a viewsource window, I can't see any way of telling the"
1158,4,Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102815 Ubuntu/9.04 (jaunty) Firefox/3.0.15
1159,2,#ifdef ACCESSIBILITY
1160,2,});
1161,1,"Yeah, this is the same problem as described in bug 304423, and the fix for it"
1162,2,/be
1163,2,(gdb) cont
1164,1,All of this code actually goes away by the final patch/
1165,1,These are because I haven't yet removed the hack that made :hover work for a
1166,1,"It's been very difficult for me to reproduce as I'm on a 64bit debian system with NVIDIA, and this can only be reproduced in 32bit builds. I first had to get the 32bit NVIDIA libraries going. Finally did it today. I can reproduce the assertion failure using the exact same build as you, but I can't using the standard Firefox 7 build (don't get any crash there). It seems that there is something that makes this only easy to reproduce in debug builds (even if asserts are disabled, null pointer derefs still crash release builds...). Investigating."
1167,2,/* aAllowWrapping = */ true))) {
1168,4,Total Blocks    Total of Block Sizes
1169,1,Reiterating my comment 54:
1170,1,"Going to about:support does trigger it, but only because we create a context when they go to about:support."
1171,1,"Thanks, Gareth."
1172,4,"16384[8073500]: nsHttpHandler::Observe [topic=""timer-callback""]"
1173,1,"setting the listener on ""document."" rather than ""window."""
1174,4,Mozilla/5.0 (X11; Linux x86_64; rv:2.0b8pre) Gecko/20101103 Firefox/4.0b8pre
1175,1,"so that it's value is cached correctly (it is not trivial, DOM changes can"
